group,id,title,type,rarity,subtype,level,class,min_drop_level,implicit,explicit,lp_level,lp0_pct,lp1_pct,lp2_pct,lp3_pct,lp4_pct,lp_remarks,global_drop_reroll_chance,rune_of_ascendance_chance,vendor_cost,timeline,dungeon,arena,bossfight,related_ailments,related_abilities,lore
Regular Unique Items,195,Scales Of Eterra,Off-Hand Catalyst,Unique,Divine Instrument,62,,5,"+ (8 to 14) Intelligence
+ (2% to 6%) Spell Critical Strike Chance","+ (12% to 24%) Elemental Resistance
+ 8 Attunement
+ 8 Intelligence
(8% to 20%) increased Cast Speed
Casting a fire spell grants Fire Infusion, with a 20 second cooldown Fire Infusion gains a stack every second. Each stack grants 10% more fire damage and 6% less cold and lightning damage for 10 seconds. Reaching 10 stacks of Fire Infusion applies Fire Overload for 10 seconds, granting 80% less fire damage and removing all Fire Infusion and Cold or Lightning Overloads
Casting a lightning spell grants Lightning Infusion, with a 20 second cooldown Lightning Infusion gains a stack every second. Each stack grants 10% more lightning damage and 6% less cold and fire damage for 10 seconds. Reaching 10 stacks of Lightning Infusion applies Lightning Overload for 10 seconds, granting 80% less lightning damage and removing all Lightning Infusion and Cold or Fire Overloads",90,89.5%,10.24%,0.26%,0.0013%,3.4E-8%,,70%,3.03%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 1.9% chance",,,,,,"The Scales of Eterra weighed the balance of the elements, ensuring that one would not eclipse the other. Balance is control, and whether that control breeds peace or destruction is up to those who hold the scales."
Regular Unique Items,196,Scales Of Eterra,Off-Hand Catalyst,Unique,Divine Instrument,62,,5,"+ (8 to 14) Intelligence
+ (2% to 6%) Spell Critical Strike Chance","+ (12% to 24%) Elemental Resistance
+ 8 Attunement
+ 8 Intelligence
(8% to 20%) increased Cast Speed
Casting a fire spell grants Fire Infusion, with a 20 second cooldown Fire Infusion gains a stack every second. Each stack grants 10% more fire damage and 6% less cold and lightning damage for 10 seconds. Reaching 10 stacks of Fire Infusion applies Fire Overload for 10 seconds, granting 80% less fire damage and removing all Fire Infusion and Cold or Lightning Overloads
Casting a lightning spell grants Lightning Infusion, with a 20 second cooldown Lightning Infusion gains a stack every second. Each stack grants 10% more lightning damage and 6% less cold and fire damage for 10 seconds. Reaching 10 stacks of Lightning Infusion applies Lightning Overload for 10 seconds, granting 80% less lightning damage and removing all Lightning Infusion and Cold or Fire Overloads",90,89.5%,10.24%,0.26%,0.0013%,3.4E-8%,,70%,3.03%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 1.9% chance",,,,,,"The Scales of Eterra weighed the balance of the elements, ensuring that one would not eclipse the other. Balance is control, and whether that control breeds peace or destruction is up to those who hold the scales."
Regular Unique Items,197,Scales Of Eterra,Off-Hand Catalyst,Unique,Divine Instrument,62,,5,"+ (8 to 14) Intelligence
+ (2% to 6%) Spell Critical Strike Chance","+ (12% to 24%) Elemental Resistance
+ 8 Attunement
+ 8 Intelligence
(8% to 20%) increased Cast Speed
Casting a fire spell grants Fire Infusion, with a 20 second cooldown Fire Infusion gains a stack every second. Each stack grants 10% more fire damage and 6% less cold and lightning damage for 10 seconds. Reaching 10 stacks of Fire Infusion applies Fire Overload for 10 seconds, granting 80% less fire damage and removing all Fire Infusion and Cold or Lightning Overloads
Casting a lightning spell grants Lightning Infusion, with a 20 second cooldown Lightning Infusion gains a stack every second. Each stack grants 10% more lightning damage and 6% less cold and fire damage for 10 seconds. Reaching 10 stacks of Lightning Infusion applies Lightning Overload for 10 seconds, granting 80% less lightning damage and removing all Lightning Infusion and Cold or Fire Overloads",90,89.5%,10.24%,0.26%,0.0013%,3.4E-8%,,70%,3.03%,,"The Stolen Lance Timeline (""Unique or Set Wand or Catalyst"" echo rewards) - 1.9% chance",,,,,,"The Scales of Eterra weighed the balance of the elements, ensuring that one would not eclipse the other. Balance is control, and whether that control breeds peace or destruction is up to those who hold the scales."
Regular Unique Items,394,Cocooned Catalyst,Off-Hand Catalyst,,,,,5,,Contains a random unique catalyst,,,,,,,,,,,,,,,,,
Regular Unique Items,322,The Cuckoo,Off-Hand Catalyst,Unique,Avian Puppet,86,,5,"+ (9 to 17) Intelligence
(9% to 34%) increased Effect of Haste on You
(1.7 to 2.9) Seconds of Haste after you use a Traversal Skill Haste is a buff that grants 30% increased movement speed by default. It cannot stack.","The Cuckoo may permanently change into a random exalted item when a nearby enemy dies It will still be an Avian Puppet. The exalted item always rolls as if it dropped in a level 100 area, but will have higher forging potential.
(9 to 17) Ward Gain on Kill
+ (66 to 290) Ward Decay Threshold
+ (17% to 29%) Critical Strike Avoidance
(17% to 29%) increased Dodge Rating",,,,,,,Can't have Legendary Potential,,,,,,,Exiled Mage (Rune Prison encounters) - 0.75% chance (drop chance increases with area level and corruption),Haste,,"A puppet crafted to hold a transient spirit. It seems merely avian in nature, but it's impossible to shake the sense of unease that builds as one looks into those carved black eyes."
Regular Unique Items,447,Bones Of The Ancestral Pack,Primordial Off-Hand Catalyst,Unique,Divine Instrument,62,,5,"+ (8 to 14) Intelligence
+ (2% to 6%) Spell Critical Strike Chance","+ (1 to 2) to Level of Minion Skills
When a minion hits an enemy you have a (7 to 12) % chance to gain a stack of Ancestral Pack (1 second cooldown) Ancestal Pack stacks lasts 7 seconds and there is no maximum number of stacks
Each stack of Ancestral Pack grants 4% more damage, 3% increased attack and cast speed, and 2% increased cooldown recovery speed. The damage modifier is multiplicative with other modifiers, including with other stacks of Ancestral Pack.
When you gain a stack of Ancestral Pack so does your highest level minion Your highest level minion is the minion from the specialised skill with the highest skill level. If multiple minions have the same level then the closest to you is chosen.
When you gain a stack of Ancestral Pack you gain Ward equal to (77 to 123) % of your Endurance Threshold
+ (123 to 200) Ward Decay Threshold
+ (77 to 123) Endurance Threshold",62,75.2%,22.56%,2.18%,0.064%,0.000076%,Primordial Unique item - only one Primordial item of any kind can be equipped at a time,,,"Skarven Bloodhorn
Ancient Bones x 20,000
Primordial Feather x 15
Primordial Horn x 20",,,,Rift Beast - 0.02% chance (drop chance increases with evolution and greatly increases with corruption),,,Ghosts lay the tracks of the living
Regular Unique Items,155,Horns Of Uhkeiros,Shield,Unique,Mountain Shield,84,,,"+ 26% Block Chance
+ (440 to 520) Block Effectiveness
+ (11% to 15%) Endurance","(60% to 120%) increased Melee Damage
2 Mana Gain on Block
50% increased Mana Cost
+ (600 to 1000) Block Effectiveness
+ (10 to 16) Strength",100,93.81%,6.12%,0.068%,0.00012%,3.0E-10%,,,,,"Emperor of Corpses (Reign of Dragons Timeline, empowered only) - up to 45% chance with increased item rarity",,,,,,"Uhkeriros, Emperor of Corpses, hear our prayers! Devour your chosen and free us from this undeath."
Regular Unique Items,52,Soul Bastion,Shield,Unique,Heater Shield,15,,,"+ 20% Block Chance
+ (150 to 180) Block Effectiveness
+ 80 Armor","+ 10% Block Chance
+ (500 to 1000) Block Effectiveness
Gains a Soul Charge on kill Soul charges last for 10 seconds
At 5 soul charges, casts Soul Eruption
+ 2 to Level of Soul Feast",15,46.23%,38.08%,13.59%,2.03%,0.078%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,"Soul Eruption
Soul Feast",The weight of souls is too much for most.
Regular Unique Items,50,The Slab,Shield,Unique,Ironglass Shield,1,,,"+ 35% Block Chance
+ (400 to 620) Block Effectiveness","100% less damage taken on block
(60% to 56%) reduced Block Chance
Your Block Chance cannot exceed 75%
+ (35 to 65) Health",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,,"Some slabs mark the dead, this one marks the living."
Regular Unique Items,237,Thornshell,Shield,Unique,Meruna Shell,52,,,"+ 23% Block Chance
+ (325 to 425) Block Effectiveness
(45% to 75%) increased Physical Melee Damage","(50 to 90) Damage Reflected to Attackers
(5% to 9%) Increased Flat Damage Reflected to Attackers per Attunement Only affects the flat ""Damage Reflected to Attackers"" stats not ""% Damage Reflected""
(15% to 18%) increased Armor
+ (32% to 45%) Poison Resistance
+ (32% to 45%) Lightning Resistance",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,,"Driven from their homes, the Meruna of Sur Soreth settled among the swamps and fens around Urix. Despite their unfamiliarity with the shallows and thickets of their new home, they gradually adapted to it, learning to tunnel through the mud and grow thorns from their shells."
Regular Unique Items,51,Close Call,Shield,Unique,Wooden Shield,3,,,"+ 18% Block Chance
+ (80 to 120) Block Effectiveness","50% less Block Effectiveness
+ (80 to 180) Dodge Rating
40% increased dodge rating for each hit you have blocked recently Recently refers to the last 4 seconds
+ 4 Health gained when you Dodge",3,38.08%,39.54%,18.4%,3.71%,0.28%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,,"Light on your feet, with a foot in the grave."
Regular Unique Items,362,Grim Constitution,Shield,Unique,Kite Shield,35,,,"+ 25% Block Chance
+ (600 to 800) Block Effectiveness","You cannot Gain Ward while in Combat
(105% to 155%) of Max Health gained as Ward Decay Threshold
(35% to 55%) of Max Health gained as Ward per Second
+ (55 to 85) Health
+ (155 to 385) Block Effectiveness",35,59.18%,32.97%,7.24%,0.60%,0.0066%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,,
Regular Unique Items,329,Sigeon'S Reprisal,Shield,Unique,Bandit Shield,35,,,"+ 19% Block Chance
+ (215 to 275) Block Effectiveness
(25% to 60%) increased Physical Damage","+ (1 to 3) to Level of Shield Throw
(25% to 35%) Chance to retaliate with Shield Throw on Block (up to 2 times per second)
+ (5% to 15%) Block Chance
(35 to 115) Damage Reflected to Attackers
+ 1 Throwing Damage for Shield Throw per 10 Damage Reflected to Attackers Scales with your Damage Reflected to Attackers stat not with the actual damage that has been reflected to attackers. Does not scale with percent damage reflected.",35,59.18%,32.97%,7.24%,0.60%,0.0066%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,Shield Throw,"""The best protection is the enemy's fear of retaliation"" - General Sigeon"
Regular Unique Items,121,Coral Aegis,Shield,Unique,Meruna Shell,70,,,"+ 23% Block Chance
+ (325 to 425) Block Effectiveness
(45% to 75%) increased Physical Melee Damage","+ (30% to 43%) Lightning Resistance
(300% to 430%) Chance to Shock Attackers
+ 1% Block Chance per Shock on the Attacker
(35% to 30%) less Lightning Damage Taken on Block
(50% to 80%) Increased Stun Duration
(8 to 12) Health Gain on Stun",40,62.28%,31.29%,6.01%,0.42%,0.0032%,,,,,"Lagon, God of Storms (Ending the Storm Timeline) - 50% chance",,,,Shock,,"As storms scour the land, the sea swells and flourishes."
Regular Unique Items,254,Face Of The Mountain,Shield,Unique,Stone Shield,45,,,"+ 15% Block Chance
+ (275 to 650) Block Effectiveness
+ (20% to 40%) Physical Resistance","+ 1% Block Chance per 2% Endurance above the Cap Endurance has a cap of 60%, so if you have 70% Endurance this adds 5% Block Chance.
+ (12% to 24%) Endurance
+ (225 to 550) Block Effectiveness
(12% to 6%) less Physical Damage Taken on Block",45,65.33%,29.47%,4.91%,0.29%,0.0015%,,,,,,"The Mountain Beneath (Lightless Arbor Dungeon)
Tier 1: -
Tier 2: -
Tier 3: 12% chance
Tier 4: 18% chance",,,,,"The face of the mountain yields no emotion as waves, weather, and time crash upon it."
Regular Unique Items,145,Life'S Journey,Shield,Unique,Bandit Shield,36,,,"+ 19% Block Chance
+ (215 to 275) Block Effectiveness
(25% to 60%) increased Physical Damage","5% of Current Health Lost per second This is not affected by increases and reductions to health drain effects
(30 to 50) Health Gain on Block
+ (25% to 45%) Chance to apply Spirit Plague on Melee Hit
(3% to 5%) increased Melee Attack Speed
(3% to 5%) increased Movement Speed",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,50%,3.91%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 3.91% chance",,,,Spirit Plague,,"Hold fast to the wheel of life, cling tight as it withers your skin and grinds your flesh to dust."
Regular Unique Items,411,Countenance Of Majasa,Shield,Unique,Ironglass Shield,72,,,"+ 35% Block Chance
+ (400 to 620) Block Effectiveness","Each second every enemy looking at you has up to a 20% chance to be Petrified for 2 seconds This chance is 80% lower for rare enemies, and 96% lower for bosses. Petrify is a stun, preventing all movement and action.
When you block an enemy's hit it has up to a 20% chance to be Petrified for 2 seconds This chance is 80% lower for rare enemies, and 96% lower for bosses
(25% to 30%) of Block Effectiveness applies to Damage over Time as if it had been Blocked
+ (150 to 300) Block Effectiveness",50,68.31%,27.54%,3.96%,0.19%,0.00068%,,,,,Majasa (Tomb of Vessels Woven Echo) - 100% chance,,,,,,
Regular Unique Items,166,Moenia Mentis,Shield,Unique,Heater Shield,45,,,"+ 20% Block Chance
+ (150 to 180) Block Effectiveness
+ 80 Armor","+ (3 to 4) Intelligence
+ (30 to 45) Mana
+ (300 to 450) Block Effectiveness
+ (30% to 45%) Void Resistance
(10% to 15%) of Current Mana gained as Ward on Block Ward is gained after damage is taken from the hit",60,74.08%,23.42%,2.43%,0.078%,0.00011%,,0%,7.81%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 7.81% chance",,,,,,"""To survive the void we must build unassailable walls, not just around this town, but around our minds. Do not approach the cultists, do not speak to them."" - Eos Falrein, last Archmage of Vul'Kaur."
Regular Unique Items,210,Flayer'S Pride,Shield,Unique,Rotskin Round Shield,65,,,"+ 20% Block Chance
+ (200 to 600) Block Effectiveness","13% less Physical Damage Taken on Block
13% less Physical Damage Over Time Taken
+ (65% to 91%) Chance to apply Bleed on Hit
(26% to 39%) Physical Penetration with Bleed
(26 to 39) Health Gain on Kill
+ 13 Intelligence
(65% to 91%) Reduced Health Cost of Spells",65,76.86%,21.26%,1.84%,0.047%,0.000041%,,,,,Abomination (Fall of the Outcasts Timeline) - 6% chance (up to 48% chance with increased item rarity),,,,Bleed,Transplant,The obscene angles at which the patches of undead skin are arranged belies the unsettling precision required to produce such a steady stream of blood. A treasured implement for any Hemomancer.
Regular Unique Items,161,Faith Of The Frozen,Shield,Unique,Frostbound Shield,84,,,"+ 17% Block Chance
+ (400 to 460) Block Effectiveness
+ (75% to 150%) Freeze Rate Multiplier","(15 to 20) Health Gain on Freeze
(15 to 20) Health Gain on Block
+ 75% Cold Resistance
(20% to 15%) less Cold Damage Taken on Block
+ (75% to 150%) Freeze Rate Multiplier",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,,,,"Heorot (The Age of Winter Timeline, empowered only) - up to 45% chance with increased item rarity",,,,,,"Found among the frozen corpses in the wake of Morditas' wrath. Runes etched into the handle read ""Heorot protect us""."
Regular Unique Items,198,Bastion Of Honour,Shield,Unique,Old Kite Shield,50,,,"+ 14% Block Chance
+ (320 to 400) Block Effectiveness
+ (4 to 10) Strength","+ 1% Block Chance per Strength against enemies within 4 metres
(8 to 14) Health Gain on Block
+ (8 to 14) Physical Melee Damage
+ (40 to 60) Health
+ (40 to 60) Mana",75,82.19%,16.84%,0.96%,0.014%,0.0000039%,,90%,0.78%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 0.78% chance",,,,,,"Heed not the cowards that fight from the safety of range, or the generals that sit in their camps while their soldiers' blood spills. Face your foes with honour, a shield, and a good blade."
Regular Unique Items,53,Rahyeh'S Light,Shield,Unique,Dawn Shield,76,,,"+ 30% Block Chance
+ (750 to 1000) Block Effectiveness","75% increased Fire Damage
(25% to 5%) less Fire Damage Taken on Block
+ 75% Fire Resistance
+ 1 to Level of Judgement
75% Increased Healing Effectiveness",76,82.7%,16.39%,0.89%,0.013%,0.0000030%,,80%,1.56%,,"The Black Sun Timeline (""Unique or Set Shield"" echo rewards) - 1.56% chance",,,,,Judgement,Burn with the fire of the eternal sun.
Regular Unique Items,119,Bulwark Of The Last Abyss,Shield,Unique,Ironglass Shield,80,,,"+ 35% Block Chance
+ (400 to 620) Block Effectiveness","+ (10% to 20%) Block Chance
(40% to 90%) increased Armor
Every 3 seconds if you are on high health you lose 25% of your current health and gain the Apocalypse buff for 3 seconds The only effects of the Apocalypse buff are the ones lists on this item.
70% increased Void Damage during Apocalypse
+70% Melee Critical Strike Multiplier during Apocalypse",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,,,,Harton's Husk (Fall of the Empire Timeline) - 50% chance,,,,Apocalypse,,Hold steadfast at the edge of light.
